ontology_class,ontology_property,property_type,logical_element,physical_table,physical_column,xsd_type,required,sensitivity_tier,semantic_notes,cq_coverage
ProductSpecification,hasIsBundle,Data Property,tmf_product_spec.is_bundle,tmf_product_spec,is_bundle,xsd:boolean,N,Internal,,
ProductSpecification,hasCreatedAt,Data Property,tmf_product_spec.created_at,tmf_product_spec,created_at,xsd:dateTime,N,Internal,,
Resource,(class),OWL Class,tmf_resource,tmf_resource,(table),,Y,Internal,"A logical or physical telecom resource instance (TMF639). Covers NetworkFunction, Equipment, IPAddress.","CQ-001, CQ-002, CQ-003, CQ-TMF01"
Resource,hasResourceIri,Data Property,tmf_resource.resource_iri,tmf_resource,resource_iri,xsd:anyURI,N,Internal,,
Resource,hasName,Data Property,tmf_resource.name,tmf_resource,name,xsd:string,Y,Internal,,
Resource,hasResourceType,Data Property,tmf_resource.resource_type,tmf_resource,resource_type,xsd:string,Y,Internal,,
Resource,hasNfType,Data Property,tmf_resource.nf_type,tmf_resource,nf_type,xsd:string,N,Internal,"eTOM/5G network function discriminator: AMF, SMF, UPF, gNB, PCF, UDM, AUSF, NRF.",CQ-TMF01
Resource,hasOperationalState,Data Property,tmf_resource.operational_state,tmf_resource,operational_state,xsd:string,N,Internal,SID OperationalState: Enabled or Disabled (eTOM resource state machine).,CQ-TMF01
Resource,hasAdminState,Data Property,tmf_resource.admin_state,tmf_resource,admin_state,xsd:string,N,Internal,"SID AdministrativeState: Locked, Unlocked, Shutting Down.",CQ-TMF01
Resource,hasUsageState,Data Property,tmf_resource.usage_state,tmf_resource,usage_state,xsd:string,N,Internal,,
Resource,hasExternalSystem,Data Property,tmf_resource.external_system,tmf_resource,external_system,xsd:string,N,Internal,,
Resource,hasStartOperatingDate,Data Property,tmf_resource.start_operating_date,tmf_resource,start_operating_date,xsd:date,N,Internal,,
Resource,hasEndOperatingDate,Data Property,tmf_resource.end_operating_date,tmf_resource,end_operating_date,xsd:date,N,Internal,,
Resource,hasCreatedAt,Data Property,tmf_resource.created_at,tmf_resource,created_at,xsd:dateTime,N,Internal,,
Resource,hasUpdatedAt,Data Property,tmf_resource.updated_at,tmf_resource,updated_at,xsd:dateTime,N,Internal,,
Resource,resourceSpec,Object Property,tmf_resource.resource_spec_id → tmf_resource_spec,tmf_resource,resource_spec_id,→ ResourceSpecification,N,Internal,FK to tmf_resource_spec; range class: ResourceSpecification,
Resource,parentResource,Object Property,tmf_resource.parent_resource_id → tmf_resource,tmf_resource,parent_resource_id,→ Resource,N,Internal,FK to tmf_resource; range class: Resource,
Resource,place,Object Property,tmf_resource.place_id → tmf_place,tmf_resource,place_id,→ GeographicLocation,N,Internal,FK to tmf_place; range class: GeographicLocation,
Resource,external,Object Property,tmf_resource.external_id → ?,tmf_resource,external_id,→ ?,N,Internal,FK to ?; range class: ?,
ResourceRelationship,(class),OWL Class,tmf_resource_relationship,tmf_resource_relationship,(table),,Y,Internal,"Typed association between two resources (composedOf, connectsTo, dependsOn).",CQ-TMF01
ResourceRelationship,hasRelationshipType,Data Property,tmf_resource_relationship.relationship_type,tmf_resource_relationship,relationship_type,xsd:string,Y,Internal,,
ResourceRelationship,hasCreatedAt,Data Property,tmf_resource_relationship.created_at,tmf_resource_relationship,created_at,xsd:dateTime,N,Internal,,
ResourceRelationship,resource,Object Property,tmf_resource_relationship.resource_id → tmf_resource,tmf_resource_relationship,resource_id,→ Resource,Y,Internal,FK to tmf_resource; range class: Resource,
ResourceRelationship,relatedResource,Object Property,tmf_resource_relationship.related_resource_id → tmf_resource,tmf_resource_relationship,related_resource_id,→ Resource,Y,Internal,FK to tmf_resource; range class: Resource,
ResourceSpecification,(class),OWL Class,tmf_resource_spec,tmf_resource_spec,(table),,Y,Public,Catalog template for a resource type. Specification pattern per SID/TMF634.,"CQ-001, CQ-002"
ResourceSpecification,hasSpecIri,Data Property,tmf_resource_spec.spec_iri,tmf_resource_spec,spec_iri,xsd:anyURI,N,Internal,,
ResourceSpecification,hasName,Data Property,tmf_resource_spec.name,tmf_resource_spec,name,xsd:string,Y,Internal,,
ResourceSpecification,hasVersion,Data Property,tmf_resource_spec.version,tmf_resource_spec,version,xsd:string,N,Internal,,
ResourceSpecification,hasDescription,Data Property,tmf_resource_spec.description,tmf_resource_spec,description,xsd:string,N,Internal,,
ResourceSpecification,hasCategory,Data Property,tmf_resource_spec.category,tmf_resource_spec,category,xsd:string,N,Public,SID ResourceCategory discriminator: LOGICAL or PHYSICAL. Drives OWL subclass assignment.,CQ-TMF01
ResourceSpecification,hasLifecycleStatus,Data Property,tmf_resource_spec.lifecycle_status,tmf_resource_spec,lifecycle_status,xsd:string,N,Internal,,
ResourceSpecification,hasIsBundle,Data Property,tmf_resource_spec.is_bundle,tmf_resource_spec,is_bundle,xsd:boolean,N,Internal,,
ResourceSpecification,hasCreatedAt,Data Property,tmf_resource_spec.created_at,tmf_resource_spec,created_at,xsd:dateTime,N,Internal,,
ResourceSpecification,hasUpdatedAt,Data Property,tmf_resource_spec.updated_at,tmf_resource_spec,updated_at,xsd:dateTime,N,Internal,,
Service,(class),OWL Class,tmf_service,tmf_service,(table),,Y,Internal,An active service instance in the service inventory (TMF638). Covers CFS and RFS.,"CQ-003, CQ-TMF02"
Service,hasServiceIri,Data Property,tmf_service.service_iri,tmf_service,service_iri,xsd:anyURI,N,Internal,,
Service,hasName,Data Property,tmf_service.name,tmf_service,name,xsd:string,Y,Internal,,
Service,hasServiceType,Data Property,tmf_service.service_type,tmf_service,service_type,xsd:string,Y,Internal,,
Service,hasState,Data Property,tmf_service.state,tmf_service,state,xsd:string,N,Internal,,
Service,hasStartDate,Data Property,tmf_service.start_date,tmf_service,start_date,xsd:date,N,Internal,,
Service,hasEndDate,Data Property,tmf_service.end_date,tmf_service,end_date,xsd:date,N,Internal,,
Service,hasCreatedAt,Data Property,tmf_service.created_at,tmf_service,created_at,xsd:dateTime,N,Internal,,
Service,hasUpdatedAt,Data Property,tmf_service.updated_at,tmf_service,updated_at,xsd:dateTime,N,Internal,,
Service,serviceSpec,Object Property,tmf_service.service_spec_id → tmf_service_spec,tmf_service,service_spec_id,→ ServiceSpecification,N,Internal,FK to tmf_service_spec; range class: ServiceSpecification,
Service,parentService,Object Property,tmf_service.parent_service_id → tmf_service,tmf_service,parent_service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
Service,realisingResource,Object Property,tmf_service.realising_resource_id → tmf_resource,tmf_service,realising_resource_id,→ Resource,N,Internal,FK to tmf_resource; range class: Resource,
ServiceOrder,(class),OWL Class,tmf_service_order,tmf_service_order,(table),,Y,Internal,An internal fulfilment order to provision or modify a service (TMF641).,"CQ-003, CQ-TMF02"
ServiceOrder,hasOrderIri,Data Property,tmf_service_order.order_iri,tmf_service_order,order_iri,xsd:anyURI,N,Internal,,
ServiceOrder,hasOrderDate,Data Property,tmf_service_order.order_date,tmf_service_order,order_date,xsd:date,Y,Internal,,
ServiceOrder,hasCompletionDate,Data Property,tmf_service_order.completion_date,tmf_service_order,completion_date,xsd:date,N,Internal,,
ServiceOrder,hasOrderType,Data Property,tmf_service_order.order_type,tmf_service_order,order_type,xsd:string,N,Internal,,
ServiceOrder,hasState,Data Property,tmf_service_order.state,tmf_service_order,state,xsd:string,N,Internal,,
ServiceOrder,hasCreatedAt,Data Property,tmf_service_order.created_at,tmf_service_order,created_at,xsd:dateTime,N,Internal,,
ServiceOrder,hasUpdatedAt,Data Property,tmf_service_order.updated_at,tmf_service_order,updated_at,xsd:dateTime,N,Internal,,
ServiceOrder,productOrder,Object Property,tmf_service_order.product_order_id → tmf_product_order,tmf_service_order,product_order_id,→ ProductOrder,N,Internal,FK to tmf_product_order; range class: ProductOrder,
ServiceOrder,serviceSpec,Object Property,tmf_service_order.service_spec_id → tmf_service_spec,tmf_service_order,service_spec_id,→ ServiceSpecification,N,Internal,FK to tmf_service_spec; range class: ServiceSpecification,
ServiceOrder,submittedBy,Object Property,tmf_service_order.submitted_by_id → tmf_party,tmf_service_order,submitted_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
ServiceProblem,(class),OWL Class,tmf_service_problem,tmf_service_problem,(table),,Y,Confidential,A service quality or availability problem raised against a customer service (TMF656).,"CQ-007, CQ-TMF06"
ServiceProblem,hasProblemIri,Data Property,tmf_service_problem.problem_iri,tmf_service_problem,problem_iri,xsd:anyURI,N,Internal,,
ServiceProblem,hasDescription,Data Property,tmf_service_problem.description,tmf_service_problem,description,xsd:string,Y,Internal,,
ServiceProblem,hasPriority,Data Property,tmf_service_problem.priority,tmf_service_problem,priority,xsd:string,N,Internal,,
ServiceProblem,hasStatus,Data Property,tmf_service_problem.status,tmf_service_problem,status,xsd:string,N,Internal,,
ServiceProblem,hasCategory,Data Property,tmf_service_problem.category,tmf_service_problem,category,xsd:string,N,Internal,"Free-text problem category (e.g. CommunicationsDisruption, ResourceDegradation).",CQ-TMF06
ServiceProblem,hasSlaViolated,Data Property,tmf_service_problem.sla_violated,tmf_service_problem,sla_violated,xsd:integer,N,Internal,,
ServiceProblem,hasResolutionNotes,Data Property,tmf_service_problem.resolution_notes,tmf_service_problem,resolution_notes,xsd:string,N,Internal,,
ServiceProblem,hasSubmittedAt,Data Property,tmf_service_problem.submitted_at,tmf_service_problem,submitted_at,xsd:dateTime,Y,Internal,,
ServiceProblem,hasResolvedAt,Data Property,tmf_service_problem.resolved_at,tmf_service_problem,resolved_at,xsd:dateTime,N,Internal,,
ServiceProblem,hasCreatedAt,Data Property,tmf_service_problem.created_at,tmf_service_problem,created_at,xsd:dateTime,N,Internal,,
ServiceProblem,service,Object Property,tmf_service_problem.service_id → tmf_service,tmf_service_problem,service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
ServiceProblem,alarm,Object Property,tmf_service_problem.alarm_id → tmf_alarm,tmf_service_problem,alarm_id,→ Alarm,N,Internal,FK to tmf_alarm; range class: Alarm,
ServiceProblem,raisedBy,Object Property,tmf_service_problem.raised_by_id → tmf_party,tmf_service_problem,raised_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
ServiceProblem,resolvedBy,Object Property,tmf_service_problem.resolved_by_id → tmf_party,tmf_service_problem,resolved_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
ServiceQualityReport,(class),OWL Class,tmf_service_quality_report,tmf_service_quality_report,(table),,Y,Confidential,An SLA compliance or KQI quality report per TMF657.,"CQ-TMF05, CQ-TMF12"
ServiceQualityReport,hasReportIri,Data Property,tmf_service_quality_report.report_iri,tmf_service_quality_report,report_iri,xsd:anyURI,N,Internal,,
ServiceQualityReport,hasReportType,Data Property,tmf_service_quality_report.report_type,tmf_service_quality_report,report_type,xsd:string,N,Internal,,
ServiceQualityReport,hasDescription,Data Property,tmf_service_quality_report.description,tmf_service_quality_report,description,xsd:string,N,Internal,,
ServiceQualityReport,hasStatus,Data Property,tmf_service_quality_report.status,tmf_service_quality_report,status,xsd:string,N,Internal,,
ServiceQualityReport,hasPeriodStart,Data Property,tmf_service_quality_report.period_start,tmf_service_quality_report,period_start,xsd:string,N,Internal,,
ServiceQualityReport,hasPeriodEnd,Data Property,tmf_service_quality_report.period_end,tmf_service_quality_report,period_end,xsd:string,N,Internal,,
ServiceQualityReport,hasQualityMetrics,Data Property,tmf_service_quality_report.quality_metrics,tmf_service_quality_report,quality_metrics,xsd:string,N,Internal,,
ServiceQualityReport,hasSlaCompliant,Data Property,tmf_service_quality_report.sla_compliant,tmf_service_quality_report,sla_compliant,xsd:integer,N,Internal,,
ServiceQualityReport,hasOverallQualityScore,Data Property,tmf_service_quality_report.overall_quality_score,tmf_service_quality_report,overall_quality_score,xsd:decimal,N,Internal,,
ServiceQualityReport,hasCreatedAt,Data Property,tmf_service_quality_report.created_at,tmf_service_quality_report,created_at,xsd:dateTime,N,Internal,,
ServiceQualityReport,service,Object Property,tmf_service_quality_report.service_id → tmf_service,tmf_service_quality_report,service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
ServiceQualityReport,agreement,Object Property,tmf_service_quality_report.agreement_id → tmf_agreement,tmf_service_quality_report,agreement_id,→ Agreement,N,Internal,FK to tmf_agreement; range class: Agreement,
ServiceQualityReport,submittedBy,Object Property,tmf_service_quality_report.submitted_by_id → tmf_party,tmf_service_quality_report,submitted_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
ServiceSpecification,(class),OWL Class,tmf_service_spec,tmf_service_spec,(table),,Y,Public,Catalog definition of a service type. Specification pattern per SID/TMF633.,CQ-003
ServiceSpecification,hasSpecIri,Data Property,tmf_service_spec.spec_iri,tmf_service_spec,spec_iri,xsd:anyURI,N,Internal,,
ServiceSpecification,hasName,Data Property,tmf_service_spec.name,tmf_service_spec,name,xsd:string,Y,Internal,,
ServiceSpecification,hasVersion,Data Property,tmf_service_spec.version,tmf_service_spec,version,xsd:string,N,Internal,,
ServiceSpecification,hasServiceType,Data Property,tmf_service_spec.service_type,tmf_service_spec,service_type,xsd:string,N,Internal,,
ServiceSpecification,hasDescription,Data Property,tmf_service_spec.description,tmf_service_spec,description,xsd:string,N,Internal,,
ServiceSpecification,hasLifecycleStatus,Data Property,tmf_service_spec.lifecycle_status,tmf_service_spec,lifecycle_status,xsd:string,N,Internal,,
ServiceSpecification,hasCreatedAt,Data Property,tmf_service_spec.created_at,tmf_service_spec,created_at,xsd:dateTime,N,Internal,,
TroubleTicket,(class),OWL Class,tmf_trouble_ticket,tmf_trouble_ticket,(table),,Y,Confidential,A customer or resource trouble ticket per TMF621. Tracks issue lifecycle from New to Closed.,"CQ-007, CQ-TMF06, CQ-TMF10"
TroubleTicket,hasTicketIri,Data Property,tmf_trouble_ticket.ticket_iri,tmf_trouble_ticket,ticket_iri,xsd:anyURI,N,Internal,,
TroubleTicket,hasTicketType,Data Property,tmf_trouble_ticket.ticket_type,tmf_trouble_ticket,ticket_type,xsd:string,Y,Internal,,
TroubleTicket,hasDescription,Data Property,tmf_trouble_ticket.description,tmf_trouble_ticket,description,xsd:string,Y,Internal,,
TroubleTicket,hasSeverity,Data Property,tmf_trouble_ticket.severity,tmf_trouble_ticket,severity,xsd:string,N,Internal,,
TroubleTicket,hasPriority,Data Property,tmf_trouble_ticket.priority,tmf_trouble_ticket,priority,xsd:string,N,Internal,,
TroubleTicket,hasStatus,Data Property,tmf_trouble_ticket.status,tmf_trouble_ticket,status,xsd:string,N,Internal,,
TroubleTicket,hasCategory,Data Property,tmf_trouble_ticket.category,tmf_trouble_ticket,category,xsd:string,N,Internal,,
TroubleTicket,hasSubCategory,Data Property,tmf_trouble_ticket.sub_category,tmf_trouble_ticket,sub_category,xsd:string,N,Internal,,
TroubleTicket,hasResolutionNotes,Data Property,tmf_trouble_ticket.resolution_notes,tmf_trouble_ticket,resolution_notes,xsd:string,N,Internal,,
TroubleTicket,hasExpectedResolution,Data Property,tmf_trouble_ticket.expected_resolution,tmf_trouble_ticket,expected_resolution,xsd:string,N,Internal,,
TroubleTicket,hasSlaViolated,Data Property,tmf_trouble_ticket.sla_violated,tmf_trouble_ticket,sla_violated,xsd:integer,N,Internal,,
TroubleTicket,hasSubmittedAt,Data Property,tmf_trouble_ticket.submitted_at,tmf_trouble_ticket,submitted_at,xsd:dateTime,Y,Internal,,
TroubleTicket,hasResolvedAt,Data Property,tmf_trouble_ticket.resolved_at,tmf_trouble_ticket,resolved_at,xsd:dateTime,N,Internal,,
TroubleTicket,hasCreatedAt,Data Property,tmf_trouble_ticket.created_at,tmf_trouble_ticket,created_at,xsd:dateTime,N,Internal,,
TroubleTicket,hasUpdatedAt,Data Property,tmf_trouble_ticket.updated_at,tmf_trouble_ticket,updated_at,xsd:dateTime,N,Internal,,
TroubleTicket,affectedResource,Object Property,tmf_trouble_ticket.affected_resource_id → tmf_resource,tmf_trouble_ticket,affected_resource_id,→ Resource,N,Internal,FK to tmf_resource; range class: Resource,
TroubleTicket,affectedService,Object Property,tmf_trouble_ticket.affected_service_id → tmf_service,tmf_trouble_ticket,affected_service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
TroubleTicket,relatedAlarm,Object Property,tmf_trouble_ticket.related_alarm_id → tmf_alarm,tmf_trouble_ticket,related_alarm_id,→ Alarm,N,Internal,FK to tmf_alarm; range class: Alarm,
TroubleTicket,raisedBy,Object Property,tmf_trouble_ticket.raised_by_id → tmf_party,tmf_trouble_ticket,raised_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
TroubleTicket,assignedTo,Object Property,tmf_trouble_ticket.assigned_to_id → tmf_party,tmf_trouble_ticket,assigned_to_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
TroubleTicket,resolvedBy,Object Property,tmf_trouble_ticket.resolved_by_id → tmf_party,tmf_trouble_ticket,resolved_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
UserRole,(class),OWL Class,tmf_user_role,tmf_user_role,(table),,Y,Internal,A named permission set for users per SID Enterprise ABE / TMF672.,CQ-006
UserRole,hasName,Data Property,tmf_user_role.name,tmf_user_role,name,xsd:string,Y,Internal,,
UserRole,hasDescription,Data Property,tmf_user_role.description,tmf_user_role,description,xsd:string,N,Internal,,
UserRole,hasPermissionSet,Data Property,tmf_user_role.permission_set,tmf_user_role,permission_set,xsd:string,N,Internal,,
UserRole,hasCreatedAt,Data Property,tmf_user_role.created_at,tmf_user_role,created_at,xsd:dateTime,N,Internal,,
